"","x"
"1",0.000553914676892845
"2",0.000553914676892845
"3",0.000553914676892845
"4",0.000815670001564187
"5",0.000851800000376113
"6",0.000851800000376113
"7",0.000553914676892845
"8",0.000815670001564187
"9",0.000815670001564187
"10",0.000851800000376113
"11",0.00116662532956849
"12",0.000553914676892845
"13",0.000553914676892845
"14",0.000815670001564187
"15",0.000851800000376113
"16",0.000553914676892845
"17",0.000553914676892845
"18",0.000851800000376113
"19",0.000851800000376113
"20",0.000553914676892845
"21",0.000553914676892845
"22",0.000553914676892845
"23",0.000815670001564187
"24",0.000815670001564187
"25",0.000815670001564187
"26",0.000480109501965562
"27",0.000851800000376113
"28",0.000851800000376113
"29",0.000851800000376113
"30",0.000494582710658386
"31",0.000494582710658386
"32",0.000553914676892845
"33",0.000553914676892845
"34",0.000815670001564187
"35",0.000480109501965562
"36",0.000851800000376113
"37",0.00116662532956849
"38",0.000494582710658386
"39",0.000553914676892845
"40",0.000851800000376113
"41",0.000851800000376113
"42",0.000553914676892845
"43",0.000553914676892845
"44",0.000815670001564187
"45",0.000851800000376113
"46",0.000851800000376113
"47",0.00125414597736844
"48",0.000553914676892845
"49",0.000553914676892845
"50",0.000553914676892845
"51",0.000553914676892845
"52",0.000815670001564187
"53",0.000815670001564187
"54",0.000851800000376113
"55",0.000851800000376113
"56",0.000851800000376113
"57",0.000851800000376113
"58",0.000553914676892845
"59",0.000553914676892845
"60",0.000553914676892845
"61",0.000851800000376113
"62",0.000738333054922565
"63",0.000553914676892845
"64",0.000553914676892845
"65",0.000553914676892845
"66",0.000553914676892845
"67",0.000815670001564187
"68",0.000553914676892845
"69",0.000553914676892845
"70",0.000553914676892845
"71",0.000553914676892845
"72",0.000851800000376113
"73",0.000851800000376113
"74",0.000553914676892845
"75",0.000553914676892845
"76",0.000553914676892845
"77",0.000553914676892845
"78",0.000815670001564187
"79",0.000815670001564187
"80",0.000815670001564187
"81",0.000851800000376113
"82",0.000851800000376113
"83",0.000851800000376113
"84",0.00125414597736844
"85",0.00125414597736844
"86",0.00125414597736844
"87",0.000494582710658386
"88",0.000553914676892845
"89",0.000553914676892845
"90",0.000851800000376113
"91",0.000553914676892845
"92",0.000553914676892845
"93",0.000553914676892845
"94",0.000553914676892845
"95",0.000480109501965562
"96",0.000851800000376113
"97",0.000851800000376113
"98",0.000494582710658386
"99",0.000553914676892845
"100",0.000553914676892845
"101",0.000553914676892845
"102",0.000480109501965562
"103",0.000851800000376113
"104",0.000851800000376113
"105",0.000553914676892845
"106",0.000553914676892845
"107",0.000553914676892845
"108",0.000553914676892845
"109",0.000815670001564187
"110",0.000815670001564187
"111",0.000815670001564187
"112",0.000480109501965562
"113",0.000851800000376113
"114",0.000851800000376113
"115",0.000851800000376113
"116",0.00125414597736844
"117",0.00125414597736844
"118",0.000738333054922565
"119",0.000494582710658386
"120",0.000553914676892845
"121",0.000553914676892845
"122",0.000815670001564187
"123",0.000494582710658386
"124",0.000553914676892845
"125",0.000553914676892845
"126",0.000815670001564187
"127",0.000815670001564187
"128",0.000815670001564187
"129",0.000851800000376113
"130",0.000851800000376113
"131",0.000851800000376113
"132",0.000553914676892845
"133",0.000553914676892845
"134",0.000553914676892845
"135",0.000553914676892845
"136",0.000553914676892845
"137",0.000553914676892845
"138",0.000815670001564187
"139",0.000815670001564187
"140",0.000815670001564187
"141",0.000815670001564187
"142",0.000815670001564187
"143",0.000851800000376113
"144",0.000851800000376113
"145",0.000851800000376113
"146",0.000851800000376113
"147",0.00125414597736844
"148",0.00125414597736844
"149",0.00125414597736844
"150",0.000738333054922565
"151",0.000738333054922565
"152",0.000738333054922565
"153",0.00116662532956849
"154",0.000494582710658386
"155",0.000494582710658386
"156",0.000494582710658386
"157",0.000494582710658386
"158",0.00072832083104275
"159",0.00072832083104275
"160",0.00072832083104275
"161",0.00072832083104275
"162",0.000428679705682297
"163",0.000428679705682297
"164",0.000428679705682297
"165",0.000428679705682297
"166",0.000553914676892845
"167",0.000553914676892845
"168",0.000851800000376113
"169",0.00125414597736844
"170",0.000553914676892845
"171",0.000553914676892845
"172",0.000815670001564187
"173",0.000815670001564187
"174",0.000851800000376113
"175",0.000553914676892845
"176",0.000553914676892845
"177",0.000553914676892845
"178",0.000553914676892845
"179",0.000553914676892845
"180",0.000553914676892845
"181",0.000553914676892845
"182",0.000553914676892845
"183",0.000815670001564187
"184",0.000553914676892845
"185",0.000553914676892845
"186",0.000494582710658386
"187",0.000553914676892845
"188",0.000553914676892845
"189",0.000553914676892845
"190",0.000851800000376113
"191",0.000553914676892845
"192",0.000553914676892845
"193",0.000553914676892845
"194",0.000553914676892845
"195",0.000851800000376113
"196",0.000494582710658386
"197",0.00072832083104275
"198",0.000553914676892845
"199",0.000553914676892845
"200",0.000851800000376113
"201",0.000553914676892845
"202",0.000553914676892845
"203",0.000553914676892845
"204",0.000851800000376113
"205",0.000553914676892845
"206",0.000553914676892845
"207",0.000851800000376113
"208",0.000553914676892845
"209",0.000553914676892845
"210",0.000480109501965562
"211",0.000851800000376113
"212",0.000851800000376113
"213",0.000815670001564187
"214",0.000851800000376113
"215",0.000851800000376113
"216",0.000851800000376113
"217",0.000553914676892845
"218",0.000553914676892845
"219",0.000553914676892845
"220",0.000553914676892845
"221",0.000553914676892845
"222",0.000815670001564187
"223",0.000851800000376113
"224",0.000851800000376113
"225",0.00125414597736844
"226",0.00072832083104275
"227",0.000553914676892845
"228",0.000553914676892845
"229",0.00125414597736844
"230",0.000851800000376113
"231",0.000494582710658386
"232",0.000553914676892845
"233",0.000553914676892845
"234",0.000815670001564187
"235",0.000851800000376113
"236",0.000738333054922565
"237",0.000815670001564187
"238",0.000851800000376113
"239",0.000738333054922565
"240",0.000851800000376113
"241",0.000553914676892845
"242",0.000553914676892845
"243",0.000851800000376113
